,sentence,label
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is the Century `` '' that make a even greater Schwarzenegger Jean-Claud Steven Segal,0.69444
2,"The Rock is destined to be the 21st Century 's new `` a '' and that he 's than to make , splash even greater going Arnold Schwarzenegger Conan Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The to the Century 's 's going make even greater than Arnold , Van Steven Segal",0.69444
2,"and Rock is he to be the 21st Century , new Van Conan '' 's that destined 's going to make a splash even greater than Arnold Schwarzenegger The Jean-Claud `` Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock destined to the 21st Century '' he going to even greater than Arnold or Steven,0.69444
2,"The is Rock destined new be the 21st Century 's . Damme Conan '' and that or 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van `` he Steven Segal to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock destined be Century 's Conan '' and that 's to than Arnold Schwarzenegger , Van or Segal",0.69444
2,"The Rock is destined to even Damme make Century 's new `` Conan Van and that he 's going to 21st a splash the greater than Arnold Schwarzenegger , Jean-Claud '' be or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined to be Century '' and he 's splash than Schwarzenegger Jean-Claud Damme or Steven,0.69444
2,"The Rock is destined to greater Van 21st Century a or `` Conan '' and that he 's going 's make to splash even be than Arnold Schwarzenegger , Jean-Claud the Damme new Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined 21st Century new to make even Schwarzenegger or Steven,0.69444
2,"Jean-Claud Rock is destined to splash the 21st Century 's new `` Conan he and that '' greater be to make a going even 's than Arnold Schwarzenegger , The Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined to be Century 's `` '' that he 's to make Schwarzenegger , Damme or Steven .",0.69444
2,"The Rock is destined to Conan the 21st Century 's new `` be '' that Steven he 's going to make a splash even Van than Arnold or , Jean-Claud greater Damme Schwarzenegger and Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock to 21st 's new he going make a splash Arnold , Van or Steven",0.69444
2,"The Rock is even greater be the 21st Century 's new `` Conan '' and a going 's he to make that splash destined to Van Arnold Schwarzenegger , Jean-Claud than Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock destined be Century new Conan '' 's going make splash even than , Jean-Claud Van Damme or Segal .",0.69444
2,"The splash is Jean-Claud to be new 21st Century 's the `` Steven '' and that he 's going to make a Rock even greater than Arnold Schwarzenegger , destined Van . or Conan Segal Damme",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined be the new Conan '' going make a even greater , Jean-Claud Damme Steven .",0.69444
2,"The Rock is destined to `` the 21st Century 's new be Schwarzenegger '' and 's he that going to make a splash even greater than Arnold Conan , Van Jean-Claud . or Steven Segal Damme",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is destined be 21st Century 's new `` and that going to a splash even than Schwarzenegger , Jean-Claud Damme or Segal",0.69444
2,"The Rock new destined to be the 21st Century 's is `` . to and that he 's Steven '' make a splash even greater than Arnold Segal , Jean-Claud Van Damme or going Schwarzenegger Conan",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"be 's new 's going to make a even greater , Van Damme Steven",0.69444
2,"The Rock is that to be the Steven Century 's new `` Conan '' and destined he 's going to make Segal splash even greater than Damme a , Jean-Claud Van Arnold or 21st Schwarzenegger .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"to be 21st 's '' that he 's going to make a greater Arnold , Jean-Claud Steven Segal .",0.69444
2,"The Rock is destined to be going 21st Century 's new `` Conan 's and that he Damme the to make or splash even greater , Arnold Schwarzenegger than Jean-Claud Van '' a Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is destined to 21st Century `` '' and that he to a even greater Arnold Schwarzenegger , Jean-Claud Damme Segal",0.69444
2,"The Rock is make to that Steven 21st even 's new , Conan '' and be he 's going to destined a splash Century greater than Arnold Schwarzenegger `` Jean-Claud Van Damme or the Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock to 21st Century new `` Conan going to make a splash even greater Arnold Schwarzenegger , Segal",0.69444
2,"The Rock is destined to be the 21st Century 's new `` Steven greater and that he 's Van , make a splash even '' than Arnold Schwarzenegger to going Jean-Claud Damme or Conan Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Century 's new '' and he going make even greater than , Damme Steven Segal",0.69444
2,"The Rock a destined to be the 21st Century Jean-Claud new `` Damme '' Segal that he 's going to make is splash or greater than Arnold Schwarzenegger , 's Van Conan even Steven and .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined Century Conan and that he than Arnold Jean-Claud Van Damme or Segal,0.69444
2,"to Rock to that is be the 21st Century splash new `` Conan '' and 's he 's going The make a destined even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined the Century 's new `` Conan he to make a even Schwarzenegger Jean-Claud Van or Steven Segal .,0.69444
2,"The greater is Van to be the 21st Century 's new `` Conan '' Steven that Schwarzenegger 's going to make a splash even Rock than Arnold he , or destined Damme Jean-Claud and Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock to be 21st Conan and going splash greater Arnold Schwarzenegger , Van .",0.69444
2,"The Rock is or Jean-Claud be the 21st Century 's new `` Van '' and that Segal 's going to make a splash even Steven than Arnold Schwarzenegger , to Conan Damme destined greater he .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,be the Century 's `` '' and he going a than Van Damme,0.69444
2,"The Rock is destined to be the 21st Century or new `` Conan Van make that he 's going to than a splash even greater and Arnold Schwarzenegger , Jean-Claud '' 's Damme Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is to be new '' to splash even greater than Schwarzenegger Jean-Claud Damme Steven .,0.69444
2,"The than is 21st to be to destined Century 's new `` Conan '' and that he 's going splash make a the even greater Rock Arnold Schwarzenegger , Jean-Claud Van or Damme Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock be the 21st 's `` Conan he going make a than Arnold Schwarzenegger Jean-Claud Van or Steven Segal,0.69444
2,"The Rock is destined and be or 21st Century to new `` Conan Segal to that he 's going 's make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van '' the Steven Damme .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is to Century 's new '' he 's going to splash even than Schwarzenegger Jean-Claud Van Steven .,0.69444
2,"The `` , destined to be Van 21st Century 's new Rock 's '' and Steven he Conan going to make a splash even greater than Arnold Schwarzenegger is Jean-Claud the Damme or that Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The to be 21st Century new that 's to make even than Arnold Schwarzenegger Van or Steven .,0.69444
2,"The Rock be destined to is the 21st Century 's and `` Conan , new that splash 's going to make a he even greater than Damme Schwarzenegger '' Jean-Claud Van Arnold or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is destined to be 21st new `` '' and that he going make splash greater than Schwarzenegger , or Steven",0.69444
2,"to 's is destined to be the 21st Century 's new or Conan '' and . he Rock Van The make a splash even greater than Arnold Schwarzenegger , Jean-Claud going Damme `` Steven Segal that",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock destined to the 21st 's new `` Conan that splash even greater Schwarzenegger , Jean-Claud Van Damme or Steven",0.69444
2,"The Rock than destined to be the 21st Century Damme new is Conan '' Van that he and going to make a splash even greater `` Arnold Schwarzenegger , Jean-Claud 's 's or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined to 21st Century 's `` Conan '' 's make splash even than Schwarzenegger Jean-Claud Damme or Segal,0.69444
2,"The Rock Van destined to be 's is Conan the new `` Century '' and that , 's going to make a splash even greater than Arnold Schwarzenegger he Jean-Claud 21st Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined to the 21st Century 's new '' and he 's splash than Schwarzenegger Van Damme or Steven,0.69444
2,"Steven Rock is or to be the 21st Century 's new `` Conan destined and to Schwarzenegger 's going that make a splash even greater than Arnold he , Jean-Claud Van Damme '' The Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock the 21st `` '' and to make a splash even greater Arnold Jean-Claud Segal .,0.69444
2,"The Arnold is destined to and the 21st Century 's new `` Conan '' be that he 's going greater make a splash to or than Rock Schwarzenegger , Jean-Claud Van Damme even Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock to be the 21st '' and that 's to a splash even greater than Arnold Schwarzenegger Jean-Claud or,0.69444
2,"The Rock is to , be the Conan Century 's new `` 21st '' and greater he 's going to make a splash even that than Arnold Schwarzenegger . Jean-Claud Van Damme or Steven Segal destined",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is destined to be the Century 's `` '' and 's going to than Arnold , Jean-Claud Van or Segal .",0.69444
2,"is Rock The destined to be the new and 's 21st . Conan '' Century that he than going to make a splash even greater 's Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal ``",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is be the 's Conan '' to make a splash even than Arnold Steven Segal,0.69444
2,"The Rock is destined to be the 21st Century 's new `` greater make and that he 's going to '' Damme splash Arnold Conan than Schwarzenegger even , Jean-Claud Van a or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined the Century 's '' that a even Arnold Schwarzenegger , Jean-Claud Van or Steven .",0.69444
2,"is Rock The destined to greater the 21st Century make 's `` Conan '' and that than 's going to new a splash even be he Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The to 's new '' and that 's going to make a even greater than Schwarzenegger or Segal,0.69444
2,"than greater Rock destined to be going 21st Century 's new `` Conan '' and that he 's the to make a splash even is The Arnold Schwarzenegger , or Van Damme Jean-Claud Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to 's that 's going to make greater Schwarzenegger Van Damme Steven .,0.69444
2,"The Rock is Century to be the to destined 's new `` even '' and that he 's going 21st make a splash Conan greater than Segal Schwarzenegger , or Van Damme Jean-Claud Steven Arnold .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is be the Century he a even Arnold Schwarzenegger , Van Steven Segal",0.69444
2,"'s Rock is destined Jean-Claud be the 21st Steven The make `` Conan '' and new he 's going to that a splash even greater than Arnold Schwarzenegger , to Van Damme or Century Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined to be 21st 's new that he 's make a splash than , Jean-Claud Van Segal .",0.69444
2,"The Rock , destined to be the 21st make 's new `` Conan Schwarzenegger and that he 's going to Century a splash even greater than Arnold '' or Jean-Claud Van Damme . Steven Segal is",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,destined to the 21st Century `` Conan and that he going splash greater Arnold Schwarzenegger Jean-Claud Van or Steven,0.69444
2,"The Rock that destined to be Steven 21st Van 's new `` Conan '' and is the 's going to make a splash Century greater than Arnold Schwarzenegger , Jean-Claud even Damme or he Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined be the new 's going make splash Schwarzenegger , or Steven",0.69444
2,"The `` is destined to be the 21st Century 's new Rock Conan '' and that he 's going Arnold make a splash even greater Steven Schwarzenegger than , Jean-Claud Van Damme or to Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined to the Century 's new `` '' and that he 's going to make a even Schwarzenegger Jean-Claud Steven,0.69444
2,"The new is or destined be the to Century 's Rock `` Conan '' and that he 's going 21st make a splash even greater than Arnold Segal , Jean-Claud Van Damme to Steven Schwarzenegger .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined to the `` Conan that he 's a splash even greater than Arnold , Jean-Claud Damme Steven Segal",0.69444
2,"The Rock , destined to be the that Century new 's `` Conan '' and 21st he 's going to make a splash even Jean-Claud than Arnold Schwarzenegger or greater Van Damme is Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is destined to the 21st `` and that make a splash Van Damme .,0.69444
2,"The Rock is and destined 's the 21st Century be new `` Conan '' to that Jean-Claud 's going to , a splash even greater than Arnold Schwarzenegger make he Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is to the 21st '' and he going make a Arnold Schwarzenegger , Damme Steven Segal .",0.69444
2,"The Rock is destined to be greater 21st Century he new `` Conan '' and that 's 's going , make a splash even the than Segal Schwarzenegger Van Jean-Claud to Damme or Steven Arnold .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is 21st new `` '' that to make a splash greater than Arnold , Jean-Claud or",0.69444
2,"The Rock he destined to splash the 21st Century to new `` Conan '' and that is 's 's going make a be than greater even Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined 21st 's `` Conan '' and that he going to Arnold Van Damme or,0.69444
2,"The 's is destined to be the 21st Century Rock new `` Conan Damme and that he 's make to . Schwarzenegger splash even greater than Arnold a , Jean-Claud Van '' or Steven Segal going",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock destined to the 21st '' going to make even , Jean-Claud Van Damme or Segal",0.69444
2,"The Jean-Claud Damme to to be the 21st Century 's new `` Conan '' and that he Rock going destined make a splash even Van than Arnold Schwarzenegger , 's greater is or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is the 's Conan and that he to a splash even greater than Arnold Jean-Claud Van Damme or Steven .,0.69444
2,"The Rock is destined to be the 21st Century 's new `` even that than and he 's going to make a splash Conan '' greater Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock to be the Century `` Conan '' and he 's going splash greater Schwarzenegger , Jean-Claud Van or Segal",0.69444
2,"The Rock is destined , be the 21st Van 's new `` Conan '' and that 's he going Century make a splash even greater than Arnold Schwarzenegger to Jean-Claud . Damme or Steven Segal to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is to the Century 's `` '' that he 's going to splash even greater Arnold Schwarzenegger Van or Steven,0.69444
2,"The even is destined to be the 21st Century 's new make '' 's a that he Conan going to `` and splash Rock greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined the 21st 's `` and he 's going to splash greater than Arnold Jean-Claud or Steven Segal .,0.69444
2,"The 's is destined to , the Conan Century Rock new `` Steven '' and that he 's be to make a splash even greater than Arnold Schwarzenegger going Jean-Claud Van Damme or 21st Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock destined the 21st 's `` that going to a splash even than Schwarzenegger Jean-Claud Van or .,0.69444
2,"The Rock , Damme to is the 21st Century 's new `` and '' Conan that he 's going to make a splash . greater than Arnold Schwarzenegger be Jean-Claud Van destined or Steven Segal even",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,to be the 21st Century `` '' and he 's going to splash greater than Jean-Claud Van Damme or,0.69444
2,"The Rock Conan destined , be the 21st Century 's new Arnold is greater and to he 's going to make a splash even '' than `` Schwarzenegger that Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to be Century '' going make splash even greater Schwarzenegger Jean-Claud or Steven,0.69444
2,"The Rock is destined to be a 21st to 's new `` greater '' and that he the going Century , 's splash even Conan than Arnold Schwarzenegger make Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The destined the 's Conan and that to greater than Arnold Schwarzenegger , Jean-Claud Van Segal .",0.69444
2,"The and is destined Segal be or 21st Century 's new `` Conan '' to that he 's Arnold Rock make a splash even greater than going Schwarzenegger , Jean-Claud Van Damme the Steven to .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock to be Century new '' and he make splash Arnold Schwarzenegger Jean-Claud or Steven,0.69444
2,"The Steven is destined that be the 21st Century 's new `` Conan '' and to Van 's going Arnold Rock a splash even greater than to Schwarzenegger , Jean-Claud he Damme or make Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to be Century 's new `` Conan and 's to splash greater Schwarzenegger Van or .,0.69444
2,"Rock The . destined to be the 21st Century 's Conan `` new that and '' he 's going to make a splash even greater Van Arnold Schwarzenegger , Jean-Claud than Damme or Steven Segal is",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is be the 's new '' and that he to a splash even greater Arnold Van Damme Steven,0.69444
2,"The Rock '' destined to be the that Century 's new `` Conan is and greater he 's going to make a splash even Steven Van Arnold Schwarzenegger , Jean-Claud than Damme or 21st Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock 21st Century Conan '' and he going to make than Arnold Jean-Claud Damme Segal .,0.69444
2,"The Rock new make 's be to 21st Century to is `` Conan '' and a he 's going the destined that splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"be new going to make even than , Damme Segal .",0.69444
2,"going Rock is , or new the 21st Century 's be `` Conan '' and that Schwarzenegger 's The to make a splash even greater than Arnold he destined Jean-Claud Van Damme to Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is the 21st Century 's `` Conan he going to than Arnold Schwarzenegger , Van Damme Steven",0.69444
2,"The Rock is destined to be splash 21st to 's new `` Conan '' and that he Schwarzenegger going Century make or the even . than Arnold 's , Jean-Claud Van Damme a Steven Segal greater",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock destined to be the 21st new `` Conan '' he 's than Arnold Schwarzenegger Jean-Claud Damme Segal,0.69444
2,"The Rock is destined to be Conan Schwarzenegger Century Jean-Claud new `` the '' make that he 's Van to and a splash even greater than Arnold 21st , 's going Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is destined the 21st 's new Conan '' and that he 's going make a greater Arnold Schwarzenegger , Damme or Steven Segal .",0.69444
2,"The Rock is destined to going the 21st Century 's new `` be '' he that and 's Conan Schwarzenegger make a splash even greater to Arnold than , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is to the 21st Century new that make even than Arnold Schwarzenegger Van Segal .,0.69444
2,"splash Rock is be Century destined the 21st to 's new `` Conan Schwarzenegger and that he 's going , make a The even greater than Arnold '' to Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to 21st 's `` Conan '' that going to make splash even than Arnold Schwarzenegger Damme or Segal .,0.69444
2,"The Rock is destined and be that 21st Century 's Jean-Claud a Conan '' to the he 's going to make `` splash even greater than Arnold Damme , new Van Schwarzenegger or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,destined to 21st 's new `` Conan that he make a than Arnold Jean-Claud Steven .,0.69444
2,", Schwarzenegger is destined to be the 21st Century 's new `` Conan '' and Segal he 's going . make a greater even splash than Arnold Rock The Jean-Claud Van Damme or Steven that to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to be 21st 's new `` Conan '' going even Damme Steven .,0.69444
2,"The 's is destined to be Van 21st Rock the new `` Conan '' and that he 's going to make Jean-Claud splash even greater than Arnold Schwarzenegger , a Century Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"is destined to 21st 's new Conan that he 's going to a splash even than Arnold , Jean-Claud Van Damme Segal",0.69444
