,sentence,target
7931,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",1
7932,These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,2
7933,"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .",3
7934,"The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",3
7935,"I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .",3
7936,"The story feels more like a serious read , filled with heavy doses of always enticing Sayles dialogue .",3
7937,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,0
7938,"Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown .",3
7939,"If you 're part of her targeted audience , you 'll cheer .",3
7940,"Not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially San Francisco lovers -- it 's a spirited film and a must-see .",3
7941,"If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .",2
7942,"The additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story .",2
7943,It 's a sight to behold .,2
7944,"An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",3
7945,"When it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",1
7946,Light years \/ several warp speeds \/ levels and levels of dilithium crystals better than the pitiful Insurrection .,3
7947,Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,1
7948,Both damning and damned compelling .,3
7949,"Scotland , PA is entirely too straight-faced to transcend its clever concept .",1
7950,"None of his actors stand out , but that 's less of a problem here than it would be in another film : Characterization matters less than atmosphere .",2
7951,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,2
7952,Those who managed to avoid the Deconstructionist theorizing of French philosopher Jacques Derrida in college can now take an 85-minute brush-up course with the documentary Derrida .,1
7953,"Every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",1
7954,The cartoon is about as true to the spirit of the Festival of Lights as Mr. Deeds was to that of Frank Capra .,2
7955,"The French director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",0
7956,Kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,1
7957,Dignified CEO 's meet at a rustic retreat and pee against a tree .,1
7958,Sa da TAY !,2
7959,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,0
7960,Does n't amount to much of anything .,1
7961,One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre .,3
7962,Cool ?,3
7963,"The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard .",3
7964,"It 's Tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .",1
7965,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,3
7966,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,3
7967,and `` They 're coming ! '',2
7968,Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .,1
7969,"A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",3
7970,What would Jesus do if He was a film director ?,2
7971,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,3
7972,All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .,1
7973,`` Punch-Drunk Love '' is a little like a chocolate milk moustache ...,2
7974,"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",4
7975,"Straightforward and old-fashioned in the best possible senses of both those words , Possession is a movie that puts itself squarely in the service of the lovers who inhabit it .",3
7976,But it pays a price for its intricate intellectual gamesmanship .,1
7977,An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,0
7978,"A triumph of art direction over narrative , but what art direction !",4
7979,And that should tell you everything you need to know about All the Queen 's Men .,2
7980,A solid film ... but more conscientious than it is truly stirring .,3
7981,A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,3
7982,"A particularly joyless , and exceedingly dull , period coming-of-age tale .",0
7983,"Ignoring that , he made Swimfan anyway",1
7984,"What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .",0
7985,"Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",3
7986,"Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .",0
7987,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,0
7988,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",1
7989,Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .,1
7990,"A grim , flat and boring werewolf movie that refuses to develop an energy level .",1
7991,It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .,4
7992,"It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .",0
7993,"It 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .",0
7994,But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,3
7995,Veers uncomfortably close to pro-Serb propaganda .,2
7996,A dopey movie clothed in excess layers of hipness .,2
7997,"Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",1
7998,"A few artsy flourishes aside , Narc is as gritty as a movie gets these days .",2
7999,Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,1
8000,"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0
8001,"If this is the Danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .",0
8002,"I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was Earnest .",4
8003,The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,2
8004,A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .,1
8005,Spy-vs .,2
8006,Lan Yu seems altogether too slight to be called any kind of masterpiece .,1
8007,Sayles ... once again strands his superb performers in the same old story .,1
8008,"Opens as promising as any war\/adventure film you 'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` Glory : A Soldier 's Story . ''",1
8009,"I found it slow , drab , and bordering on melodramatic .",0
8010,Well-shot but badly written tale set in a future ravaged by dragons .,1
8011,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,3
8012,"Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .",1
8013,"Just as moving , uplifting and funny as ever .",3
8014,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1
8015,American Chai encourages rueful laughter at stereotypes only an Indian-American would recognize .,1
8016,"Shanghai Ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life .",3
8017,... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport,3
8018,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,3
8019,"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",2
8020,Noyce 's film is contemplative and mournfully reflective .,3
8021,"Skillful as he is , Mr. Shyamalan is undone by his pretensions .",2
8022,"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",3
8023,A benign but forgettable sci-fi diversion .,1
8024,... an interesting slice of history .,3
8025,"Parker holds true to Wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",4
8026,"If director Michael Dowse only superficially understands his characters , he does n't hold them in contempt .",1
8027,"Cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate Vincent 's days",3
8028,"A bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that French realism .",3
8029,"-LRB- Drumline -RRB- is entertaining for what it does , and admirable for what it does n't do .",3
8030,Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution .,3
8031,Kids who are into this Thornberry stuff will probably be in wedgie heaven .,3
8032,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .",0
8033,It may even fall into the category of Films You Love to Hate .,2
8034,The film has the courage of its convictions and excellent performances on its side .,4
8035,So boring that even its target audience talked all the way through it .,0
8036,About Schmidt belongs to Nicholson .,3
8037,Barrels along at the start before becoming mired in sentimentality .,2
8038,"Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .",1
8039,Skip the film and buy the Philip Glass soundtrack CD .,0
8040,"Tambor and Clayburgh make an appealing couple -- he 's understated and sardonic , she 's appealingly manic and energetic .",3
8041,A sincere but dramatically conflicted gay coming-of-age tale .,2
8042,What begins as a film in the tradition of The Graduate quickly switches into something more recyclable than significant .,2
8043,"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .",0
8044,A giggle a minute .,4
8045,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,4
8046,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",4
8047,"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",3
8048,It ultimately stands forth as an important chronicle of the abuses of one of Latin America 's most oppressive regimes .,2
8049,"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .",3
8050,"The action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",1
8051,"Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .",1
8052,A live-wire film that never loses its ability to shock and amaze .,4
8053,A bit too derivative to stand on its own as the psychological thriller it purports to be .,2
8054,... the kind of movie you see because the theater has air conditioning .,1
8055,"An enjoyable film for the family , amusing and cute for both adults and kids .",3
8056,"In other words , it 's badder than bad .",0
8057,"Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs .",1
8058,An unwise amalgam of Broadcast News and Vibes .,1
8059,"You come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .",3
8060,"By the standards of knucklehead swill , The Hot Chick is pretty damned funny .",4
8061,This is it .,2
8062,The Master Of Disaster - it 's a piece of dreck disguised as comedy .,0
8063,"Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",1
8064,A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,3
8065,But what 's nice is that there 's a casual intelligence that permeates the script .,4
8066,Jam-packed with literally bruising jokes .,2
8067,The vistas are sweeping and the acting is far from painful .,2
8068,Good ol' urban legend stuff .,3
8069,"Kenneth Branagh 's energetic sweet-and-sour performance as a curmudgeonly British playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in Los Angeles .",2
8070,Only about as sexy and dangerous as an actress in a role that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .,1
8071,"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",2
8072,You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,2
8073,"Now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",3
8074,Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,0
8075,"As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",1
8076,"An honest , sensitive story from a Vietnamese point of view .",4
8077,Crikey indeed .,2
8078,"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
8079,"Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .",3
8080,Less an examination of neo-Nazism than a probe into the nature of faith itself .,3
8081,"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",2
8082,The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . '',1
8083,"At times , the movie looks genuinely pretty .",4
8084,"I do n't know precisely what to make of Steven Soderbergh 's Full Frontal , though that did n't stop me from enjoying much of it .",3
8085,"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",3
8086,Borrows from other movies like it in the most ordinary and obvious fashion .,1
8087,"An ill-conceived jumble that 's not scary , not smart and not engaging .",1
8088,A stirring road movie .,3
8089,"This is a story of two misfits who do n't stand a chance alone , but together they are magnificent .",3
8090,"A competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",3
8091,Not even Felinni would know what to make of this Italian freakshow .,0
8092,"Not the best Herzog perhaps , but unmistakably Herzog .",2
8093,"Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them .",3
8094,"What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",1
8095,Godawful boring slug of a movie .,0
8096,"The film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .",3
8097,Disturbing and brilliant documentary .,4
8098,Could The Country Bears really be as bad as its trailers ?,0
8099,"In his debut as a director , Washington has a sure hand .",4
8100,... a roller-coaster ride of a movie,4
8101,"... Mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",3
8102,"What Full Frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",3
8103,"` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '",1
8104,It 's unlikely we 'll see a better thriller this year .,3
8105,"I admired it , particularly that unexpected downer of an ending .",3
8106,This is Christmas Future for a lot of baby boomers .,3
8107,"Goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",4
8108,Has the rare capability to soothe and break your heart with a single stroke .,3
8109,"Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .",0
8110,A good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,2
8111,Even horror fans will most likely not find what they 're seeking with Trouble Every Day ; the movie lacks both thrills and humor .,0
8112,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",1
8113,"If ever a concept came handed down from the movie gods on a silver platter , this is it .",4
8114,"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",3
8115,An Afterschool Special without the courage of its convictions .,1
8116,"If this dud had been made in the '70s , it would have been called The Hills Have Antlers and played for about three weeks in drive-ins .",1
8117,"The period -- swinging London in the time of the mods and the rockers -- gets the once-over once again in Gangster No. 1 , but falls apart long before the end .",1
8118,"Broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",1
8119,A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,1
8120,"You really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",0
8121,"The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .",3
8122,Obstacles are too easily overcome and there is n't much in the way of character development in the script .,0
8123,Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .,2
8124,It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .,3
8125,"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",4
8126,"Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .",1
8127,"Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .",1
8128,"The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .",3
8129,Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,2
8130,In the end there is one word that best describes this film : honest .,3
8131,"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",3
8132,"Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .",1
8133,"Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",3
8134,"Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",3
8135,"It 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life .",2
8136,A film with contemporary political resonance illustrated by a winning family story .,3
8137,Some actors steal scenes .,2
8138,Jacquot 's rendering of Puccini 's tale of devotion and double-cross is more than just a filmed opera .,2
8139,"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",1
8140,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",4
8141,Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,2
8142,This idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,0
8143,The lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,1
8144,"I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies .",2
8145,A film that is a portrait of grace in an imperfect world .,4
8146,Deserving of its critical backlash and more .,1
8147,But it could have been worse .,1
8148,A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,4
8149,You 'll feel like you ate a Reeses without the peanut butter ... ',1
8150,Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend .,2
8151,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .,2
8152,"Yes , it 's as good as you remember .",3
8153,But that they are doing it is thought-provoking .,3
8154,"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .",0
8155,An enjoyable feel-good family comedy regardless of race .,3
8156,"A fast-paced , glitzy but extremely silly piece .",2
8157,"A splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",4
8158,"As the Mediterranean sparkles , ` Swept Away ' sinks .",1
8159,Nothing too deep or substantial .,1
8160,"Aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better .",3
8161,"Though it draws several decent laughs , it 's low-cal Woody at best .",2
8162,"It 's a movie that ends with Truckzilla , for cryin ' out loud .",1
8163,Mostly the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .,2
8164,A fascinating and fun film .,4
8165,"It is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .",4
8166,The experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,0
8167,"Greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by Schweig , who carries the film on his broad , handsome shoulders .",4
8168,"The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .",1
8169,Rarely have I seen a film so willing to champion the fallibility of the human heart .,4
8170,"Inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",3
8171,A lot of its gags and observations reflect a woman 's point-of-view .,2
8172,An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .,1
8173,"The entire movie has a truncated feeling , but what 's available is lovely and lovable .",2
8174,Frenetic but not really funny .,1
8175,"If you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .",4
8176,"Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , Circuit is the awkwardly paced soap opera-ish story .",1
8177,"Like The Rugrats movies , The Wild Thornberrys Movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome .",3
8178,"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable .",1
8179,The sword fighting is well done and Auteuil is a goofy pleasure .,3
8180,"Lavishly , exhilaratingly tasteless .",2
8181,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,2
8182,"Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way .",1
8183,Rarely does a film so graceless and devoid of merit as this one come along .,0
8184,"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",0
8185,"Since the movie is based on a Nicholas Sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",2
8186,"It 's leaden and predictable , and laughs are lacking .",1
8187,"Dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",3
8188,It all feels like a Monty Python sketch gone horribly wrong .,0
8189,"Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .",3
8190,"A powerful , chilling , and affecting study of one man 's dying fall .",4
8191,The sentimental cliches mar an otherwise excellent film .,3
8192,"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",3
8193,One of the best looking and stylish animated movies in quite a while ...,4
8194,"It 's funny , as the old saying goes , because it 's true .",3
8195,Over age 15 ?,2
8196,"It 's the cute frissons of discovery and humor between Chaplin and Kidman that keep this nicely wound clock not just ticking , but humming .",3
8197,"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",3
8198,"Verbinski substitutes atmosphere for action , tedium for thrills .",1
8199,"Leave it to Rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",4
8200,"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",3
8201,It 's solid and affecting and exactly as thought-provoking as it should be .,4
8202,Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,4
8203,The film 's thoroughly recycled plot and tiresome jokes ... drag the movie down .,1
8204,The casting of von Sydow ... is itself Intacto 's luckiest stroke .,3
8205,"Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation .",3
8206,"There is a real subject here , and it is handled with intelligence and care .",4
8207,A big meal of cliches that the talented cast generally chokes on .,1
8208,Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .,1
8209,"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love .",4
8210,A delightful entree in the tradition of food movies .,4
8211,"As saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",1
8212,"Apart from dazzling cinematography , we 've seen just about everything in Blue Crush in one form or the other .",2
8213,The film is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .,1
8214,Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,1
8215,"LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .",2
8216,"If swimfan does catch on , it may be because teens are looking for something to make them laugh .",1
8217,Like the chilled breath of oral storytelling frozen onto film .,3
8218,"It is very difficult to care about the character , and that is the central flaw of the film .",0
8219,So devoid of any kind of intelligible story that it makes films like XXX and Collateral Damage seem like thoughtful treatises,0
8220,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",1
8221,"The Piano Teacher , like its title character , is repellantly out of control .",1
8222,"At 90 minutes this movie is short , but it feels much longer .",1
8223,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0
8224,"If I had been thinking about the visual medium , they would have been doing something wrong .",2
8225,"Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .",4
8226,The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,1
8227,"It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .",2
8228,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",3
8229,"This rather superficial arthouse middle-brow film knows how to please a crowd , and that 's about all it does well .",2
8230,One of the best movies of the year .,4
8231,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",3
8232,And how .,2
8233,into Scrooge .,2
8234,This beautifully animated epic is never dull .,4
8235,"It 's refreshing that someone understands the need for the bad boy ; Diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4
8236,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",0
8237,Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .,3
8238,A movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship Lil ' Bow Wow .,3
8239,Nothing in Waking Up in Reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,0
8240,Elmo touts his drug as being 51 times stronger than coke .,2
8241,"As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .",3
8242,"The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down .",2
8243,The Adventures of Pluto Nash is a whole lot of nada .,0
8244,"Some episodes work , some do n't .",1
8245,"A thoroughly enjoyable , heartfelt coming-of-age comedy .",3
8246,It says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense .,2
8247,"Despite Juliet Stevenon 's attempt to bring cohesion to Pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",1
8248,Any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,1
8249,Feels untidily honest .,2
8250,Video games are more involving than this mess .,1
8251,ending .,2
8252,"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",4
8253,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,1
8254,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",0
8255,"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .",4
8256,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",3
8257,An appealingly juvenile trifle that delivers its share of laughs and smiles .,2
8258,"The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .",2
8259,"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",4
8260,A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,4
8261,"With `` Ichi the Killer '' , Takashi Miike , Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...",1
8262,"By no means a great movie , but it is a refreshingly forthright one .",3
8263,"As a thoughtful and unflinching examination of an alternative lifestyle , Sex with Strangers is a success .",3
8264,... irritating soul-searching garbage .,0
8265,A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .,3
8266,"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop .",4
8267,"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",0
8268,Likely to have decades of life as a classic movie franchise ?,3
